id,name,artist,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
018eOid2aGaPdxon7T6GsC,"Shayad (From ""Love Aaj Kal"")",Pritam,romantic,0.4038199181446111,0.45639018880103277,8,-7.144,1,0.0319,0.789,1.79e-06,0.141,0.3219051752197027,0.5069305708754039,audio_features,018eOid2aGaPdxon7T6GsC,spotify:track:018eOid2aGaPdxon7T6GsC,https://api.spotify.com/v1/tracks/018eOid2aGaPdxon7T6GsC,https://api.spotify.com/v1/audio-analysis/018eOid2aGaPdxon7T6GsC,247941,4
6rPDrn83Edjzk3MCwRIoBI,Lofi Lovee,Ved Sharma,lofi,0.5961800818553888,0.5451428110375989,4,-6.167,1,0.068,0.333,0.0,0.132,0.4162959748291201,0.5673580524980137,audio_features,6rPDrn83Edjzk3MCwRIoBI,spotify:track:6rPDrn83Edjzk3MCwRIoBI,https://api.spotify.com/v1/tracks/6rPDrn83Edjzk3MCwRIoBI,https://api.spotify.com/v1/audio-analysis/6rPDrn83Edjzk3MCwRIoBI,210000,4
11na2yXOmMbkUL8f5j6vxZ,Main Rang Sharbaton Ka (Lofi Mix),Pritam,lofi,0.48567530695770805,0.43016782314022917,6,-10.917,1,0.0311,0.679,0.396,0.112,0.48790278832591955,0.0737023981240792,audio_features,11na2yXOmMbkUL8f5j6vxZ,spotify:track:11na2yXOmMbkUL8f5j6vxZ,https://api.spotify.com/v1/tracks/11na2yXOmMbkUL8f5j6vxZ,https://api.spotify.com/v1/audio-analysis/11na2yXOmMbkUL8f5j6vxZ,147000,4
1pnC5d46tqFwjqGtbjJPn7,Subhanallah Lofi Mix,Pritam,lofi,0.07912687585266032,0.4614329514281104,9,-6.897,1,0.0373,0.692,2.47e-06,0.249,0.11142454160789846,0.07347870691051583,audio_features,1pnC5d46tqFwjqGtbjJPn7,spotify:track:1pnC5d46tqFwjqGtbjJPn7,https://api.spotify.com/v1/tracks/1pnC5d46tqFwjqGtbjJPn7,https://api.spotify.com/v1/audio-analysis/1pnC5d46tqFwjqGtbjJPn7,199027,4
7JGgKHHDgJCJkQCQxyHHdl,Zara Zara - Lofi,Bombay Jayashri,lofi,0.5688949522510232,0.639946748426658,11,-6.008,0,0.0292,0.581,0.0172,0.448,0.42063578170771404,0.5379465146594882,audio_features,7JGgKHHDgJCJkQCQxyHHdl,spotify:track:7JGgKHHDgJCJkQCQxyHHdl,https://api.spotify.com/v1/tracks/7JGgKHHDgJCJkQCQxyHHdl,https://api.spotify.com/v1/audio-analysis/7JGgKHHDgJCJkQCQxyHHdl,219438,4
1KPAtV3E11Y3pbnzUOtO0d,Samjhawan - Lofi Flip,KSW,lofi,0.5306957708049111,0.41806519283524285,4,-10.307,1,0.0295,0.453,0.00151,0.28,0.1266138656829771,0.28279968837499914,audio_features,1KPAtV3E11Y3pbnzUOtO0d,spotify:track:1KPAtV3E11Y3pbnzUOtO0d,https://api.spotify.com/v1/tracks/1KPAtV3E11Y3pbnzUOtO0d,https://api.spotify.com/v1/audio-analysis/1KPAtV3E11Y3pbnzUOtO0d,227101,4
05R5NzVM92huBXaszuXSZH,Teri Ore (Lo-Fi Flip),VIBIE,lofi,0.18281036834924963,0.487655317088914,2,-10.638,1,0.0681,0.677,0.000112,0.159,0.1667570793099707,0.6933810541255601,audio_features,05R5NzVM92huBXaszuXSZH,spotify:track:05R5NzVM92huBXaszuXSZH,https://api.spotify.com/v1/tracks/05R5NzVM92huBXaszuXSZH,https://api.spotify.com/v1/audio-analysis/05R5NzVM92huBXaszuXSZH,243000,4
1E16f7KcZmuXuhlenRwA2m,Saibo - Lofi Flip,VIBIE,lofi,0.1800818553888131,0.34847506858157173,7,-12.524,1,0.0761,0.965,0.00548,0.116,0.16133232071172837,0.8472111876460742,audio_features,1E16f7KcZmuXuhlenRwA2m,spotify:track:1E16f7KcZmuXuhlenRwA2m,https://api.spotify.com/v1/tracks/1E16f7KcZmuXuhlenRwA2m,https://api.spotify.com/v1/audio-analysis/1E16f7KcZmuXuhlenRwA2m,146646,4
4k3lDspNfbhsutzrPFbcpZ,Mind Relaxing Lofi Mashups,Kishan Bairwa Kanyakheri,lofi,0.24010914051841742,0.6833145070195256,7,-8.632,1,0.083,0.209,0.0,0.0999,0.057176955625474674,0.15153151346389704,audio_features,4k3lDspNfbhsutzrPFbcpZ,spotify:track:4k3lDspNfbhsutzrPFbcpZ,https://api.spotify.com/v1/tracks/4k3lDspNfbhsutzrPFbcpZ,https://api.spotify.com/v1/audio-analysis/4k3lDspNfbhsutzrPFbcpZ,1724472,4
2R3CJquLzefg8IYp0K0hnB,Rangisari Lofi Mix,Kanishk Seth,lofi,0.3178717598908594,0.4513474261739552,10,-7.874,1,0.0291,0.707,1.53e-05,0.151,0.09189541065422592,0.536889766512654,audio_features,2R3CJquLzefg8IYp0K0hnB,spotify:track:2R3CJquLzefg8IYp0K0hnB,https://api.spotify.com/v1/tracks/2R3CJquLzefg8IYp0K0hnB,https://api.spotify.com/v1/audio-analysis/2R3CJquLzefg8IYp0K0hnB,181216,4
5w1MhmSc5S5iHnhy4s3fFb,Hawayein - Lofi Flip,VIBIE,lofi,0.40654843110504774,0.3121671776666129,2,-14.965,1,0.0633,0.875,0.0125,0.235,0.3045459477053271,0.34203157902856307,audio_features,5w1MhmSc5S5iHnhy4s3fFb,spotify:track:5w1MhmSc5S5iHnhy4s3fFb,https://api.spotify.com/v1/tracks/5w1MhmSc5S5iHnhy4s3fFb,https://api.spotify.com/v1/audio-analysis/5w1MhmSc5S5iHnhy4s3fFb,313040,4
0GucA3qLWxJU6Peffg3yHD,Ilahi Lofi Mix,Pritam,lofi,0.24693042291950879,0.6369210908504115,9,-6.367,1,0.0337,0.204,0.0116,0.368,0.017359227514375616,0.18473808844287776,audio_features,0GucA3qLWxJU6Peffg3yHD,spotify:track:0GucA3qLWxJU6Peffg3yHD,https://api.spotify.com/v1/tracks/0GucA3qLWxJU6Peffg3yHD,https://api.spotify.com/v1/audio-analysis/0GucA3qLWxJU6Peffg3yHD,171061,1
6otk6bUVXgXsBCygldOoDa,Jeene Laga Hoon (Lofi Mix),Atif Aslam,lofi,0.055934515688949527,0.5320316282071971,7,-9.938,0,0.0361,0.48,8.31e-05,0.166,0.24053379624606708,0.061198830634897394,audio_features,6otk6bUVXgXsBCygldOoDa,spotify:track:6otk6bUVXgXsBCygldOoDa,https://api.spotify.com/v1/tracks/6otk6bUVXgXsBCygldOoDa,https://api.spotify.com/v1/audio-analysis/6otk6bUVXgXsBCygldOoDa,261731,4
7JOFplrLQfYkuEcWCASZDo,Iktara - Lofi Flip,Kavita Seth,lofi,0.26057298772169163,0.5209375504276262,7,-12.319,1,0.0366,0.225,0.0506,0.427,0.13854833459911037,0.6905579167405878,audio_features,7JOFplrLQfYkuEcWCASZDo,spotify:track:7JOFplrLQfYkuEcWCASZDo,https://api.spotify.com/v1/tracks/7JOFplrLQfYkuEcWCASZDo,https://api.spotify.com/v1/audio-analysis/7JOFplrLQfYkuEcWCASZDo,173974,4
0olOcc4XT3iLyhlzqPUugX,No Love - Lofi,Sahel Ahmed,lofi,0.7735334242837653,0.39486848475068587,0,-14.19,1,0.0838,0.337,7.17e-05,0.119,0.4162959748291201,0.37658030128892417,audio_features,0olOcc4XT3iLyhlzqPUugX,spotify:track:0olOcc4XT3iLyhlzqPUugX,https://api.spotify.com/v1/tracks/0olOcc4XT3iLyhlzqPUugX,https://api.spotify.com/v1/audio-analysis/0olOcc4XT3iLyhlzqPUugX,196441,4
2f7zO0rjaIcGO9Nf0nwL8S,Darasal Lofi Mix,Atif Aslam,lofi,0.19236016371077763,0.33939809585283204,0,-12.867,1,0.0291,0.911,0.0101,0.0782,0.19279592058153416,0.2422267303286718,audio_features,2f7zO0rjaIcGO9Nf0nwL8S,spotify:track:2f7zO0rjaIcGO9Nf0nwL8S,https://api.spotify.com/v1/tracks/2f7zO0rjaIcGO9Nf0nwL8S,https://api.spotify.com/v1/audio-analysis/2f7zO0rjaIcGO9Nf0nwL8S,250090,4
3dOxvk4imaxwF2EpFOeIeN,"Tum Se Hi (From ""Love In Lo-Fi Volume 1"")",Mohit Chauhan,lofi,0.42019099590723047,0.5068178150718089,6,-10.45,1,0.0296,0.481,0.00131,0.397,0.2210046652923945,0.4606573436282715,audio_features,3dOxvk4imaxwF2EpFOeIeN,spotify:track:3dOxvk4imaxwF2EpFOeIeN,https://api.spotify.com/v1/tracks/3dOxvk4imaxwF2EpFOeIeN,https://api.spotify.com/v1/audio-analysis/3dOxvk4imaxwF2EpFOeIeN,278776,4
5EIFtcs5653Xjgs1gAAB7a,Pee Loon Lofi Mix,Pritam,lofi,0.1787175989085948,0.43924479586896886,8,-6.807,1,0.0441,0.658,2.15e-06,0.557,0.4032765541933384,0.03165616346428268,audio_features,5EIFtcs5653Xjgs1gAAB7a,spotify:track:5EIFtcs5653Xjgs1gAAB7a,https://api.spotify.com/v1/tracks/5EIFtcs5653Xjgs1gAAB7a,https://api.spotify.com/v1/audio-analysis/5EIFtcs5653Xjgs1gAAB7a,194261,4
29NyItj5L18Qn4QlPSeRE3,Waalian (Lofi Mix),Gravero,lofi,0.5497953615279672,0.637929643375827,10,-8.512,0,0.372,0.572,0.0,0.104,0.4586090918954106,0.11215414638661558,audio_features,29NyItj5L18Qn4QlPSeRE3,spotify:track:29NyItj5L18Qn4QlPSeRE3,https://api.spotify.com/v1/tracks/29NyItj5L18Qn4QlPSeRE3,https://api.spotify.com/v1/audio-analysis/29NyItj5L18Qn4QlPSeRE3,187933,4
3TEpHcylaJDZyYOiBVzlwN,Raanjhanaa - Lofi Flip,Silent Ocean,lofi,0.11050477489768079,0.4735355817330967,6,-11.03,0,0.0944,0.788,0.119,0.949,0.2947813822284909,0.9999922865098771,audio_features,3TEpHcylaJDZyYOiBVzlwN,spotify:track:3TEpHcylaJDZyYOiBVzlwN,https://api.spotify.com/v1/tracks/3TEpHcylaJDZyYOiBVzlwN,https://api.spotify.com/v1/audio-analysis/3TEpHcylaJDZyYOiBVzlwN,190000,4
1CsRoIeHaHRysPMoEaKRoQ,Tum Mile - Lofi Flip,KSW,lofi,0.7094133697135061,0.5804421494271421,0,-11.059,1,0.0363,0.218,0.053,0.32,0.17218183790821306,0.34395995155928205,audio_features,1CsRoIeHaHRysPMoEaKRoQ,spotify:track:1CsRoIeHaHRysPMoEaKRoQ,https://api.spotify.com/v1/tracks/1CsRoIeHaHRysPMoEaKRoQ,https://api.spotify.com/v1/audio-analysis/1CsRoIeHaHRysPMoEaKRoQ,242103,4
0s8Ht3XaHDQuDjLnK3xVMW,Shayad - Lofi Flip,VIBIE,lofi,0.6480218281036834,0.4402533483943844,8,-11.046,1,0.0486,0.601,0.0219,0.342,0.4032765541933384,0.38289764969955953,audio_features,0s8Ht3XaHDQuDjLnK3xVMW,spotify:track:0s8Ht3XaHDQuDjLnK3xVMW,https://api.spotify.com/v1/tracks/0s8Ht3XaHDQuDjLnK3xVMW,https://api.spotify.com/v1/audio-analysis/0s8Ht3XaHDQuDjLnK3xVMW,208000,4
7EcRb9AkOSRXdTFAlKt5Vy,Falak Tak - LoFi Mix,Udit Narayan,lofi,0.5948158253751705,0.37873164434403744,2,-9.177,0,0.0453,0.798,0.0122,0.135,0.001410437235543023,0.551059447868377,audio_features,7EcRb9AkOSRXdTFAlKt5Vy,spotify:track:7EcRb9AkOSRXdTFAlKt5Vy,https://api.spotify.com/v1/tracks/7EcRb9AkOSRXdTFAlKt5Vy,https://api.spotify.com/v1/audio-analysis/7EcRb9AkOSRXdTFAlKt5Vy,229859,4
7vwTvVDpsONocB0zr8ShtJ,Ranjha - Lofi Flip,VIBIE,lofi,0.5320600272851295,0.4321849281910602,1,-10.701,1,0.168,0.799,0.000178,0.0844,0.27959205815341215,0.6156676411375857,audio_features,7vwTvVDpsONocB0zr8ShtJ,spotify:track:7vwTvVDpsONocB0zr8ShtJ,https://api.spotify.com/v1/tracks/7vwTvVDpsONocB0zr8ShtJ,https://api.spotify.com/v1/audio-analysis/7vwTvVDpsONocB0zr8ShtJ,201600,4
0ThEdqK8ZBi4nKNs1fOpJD,Tu Jaane Naa (Lofi Mix),Pritam,lofi,0.44611186903137784,0.7216395029853154,7,-4.863,1,0.0414,0.574,6.97e-05,0.22,0.25463816860149724,0.34451532284812914,audio_features,0ThEdqK8ZBi4nKNs1fOpJD,spotify:track:0ThEdqK8ZBi4nKNs1fOpJD,https://api.spotify.com/v1/tracks/0ThEdqK8ZBi4nKNs1fOpJD,https://api.spotify.com/v1/audio-analysis/0ThEdqK8ZBi4nKNs1fOpJD,338875,4
4jQkn21WCZ7g1NS2wMQeoi,Hasi - Lofi Flip,KSW,lofi,0.33151432469304226,0.3414152009036631,6,-11.409,0,0.0302,0.557,0.000114,0.337,0.10599978300965608,0.027583440679404214,audio_features,4jQkn21WCZ7g1NS2wMQeoi,spotify:track:4jQkn21WCZ7g1NS2wMQeoi,https://api.spotify.com/v1/tracks/4jQkn21WCZ7g1NS2wMQeoi,https://api.spotify.com/v1/audio-analysis/4jQkn21WCZ7g1NS2wMQeoi,183716,4
6v8mSl4GZXok3Ebe9x4Jmr,Mood - Lofi,Yagih Mael,lofi,0.635743519781719,0.2647652089720833,2,-16.744,1,0.203,0.8,2.3e-06,0.111,0.33817945101442987,0.6916300918676672,audio_features,6v8mSl4GZXok3Ebe9x4Jmr,spotify:track:6v8mSl4GZXok3Ebe9x4Jmr,https://api.spotify.com/v1/tracks/6v8mSl4GZXok3Ebe9x4Jmr,https://api.spotify.com/v1/audio-analysis/6v8mSl4GZXok3Ebe9x4Jmr,162664,4
2aLmZdasaFf9F3AIM2kM2a,Gangsta's Paradise,Lofi Fruits Music,lofi,0.6180081855388813,0.3807487493948685,0,-7.425,0,0.0333,0.497,0.898,0.11,0.14397309319735274,0.6144643366784168,audio_features,2aLmZdasaFf9F3AIM2kM2a,spotify:track:2aLmZdasaFf9F3AIM2kM2a,https://api.spotify.com/v1/tracks/2aLmZdasaFf9F3AIM2kM2a,https://api.spotify.com/v1/audio-analysis/2aLmZdasaFf9F3AIM2kM2a,115201,4
1likAlZIuAlfJCWOItGojk,Paniyon Sa Lofi Mix,Tulsi Kumar,lofi,0.4215552523874488,0.3414152009036631,0,-11.542,0,0.0323,0.838,0.0538,0.174,0.13854833459911037,0.507740487338306,audio_features,1likAlZIuAlfJCWOItGojk,spotify:track:1likAlZIuAlfJCWOItGojk,https://api.spotify.com/v1/tracks/1likAlZIuAlfJCWOItGojk,https://api.spotify.com/v1/audio-analysis/1likAlZIuAlfJCWOItGojk,212287,4
6xsAnI5UUKWkPivbL1N8MA,Lofi,SMUBeats,lofi,0.8676671214188265,0.19315797966758108,7,-16.146,0,0.0949,0.0289,0.904,0.114,0.33383964413583594,0.8151770631657707,audio_features,6xsAnI5UUKWkPivbL1N8MA,spotify:track:6xsAnI5UUKWkPivbL1N8MA,https://api.spotify.com/v1/tracks/6xsAnI5UUKWkPivbL1N8MA,https://api.spotify.com/v1/audio-analysis/6xsAnI5UUKWkPivbL1N8MA,182734,4
0yIUl79oGZKSYeLY1KEOxP,"Raataan Chill Mix - Spotify Singles (Tanishk Bagchi, Jubin Nautiyal, Hanita Bhambri)",Tanishk Bagchi,lofi,0.5607094133697135,0.4957237372922382,10,-7.652,1,0.0334,0.88,3.78e-06,0.385,0.3327546924161875,0.07453545505734982,audio_features,0yIUl79oGZKSYeLY1KEOxP,spotify:track:0yIUl79oGZKSYeLY1KEOxP,https://api.spotify.com/v1/tracks/0yIUl79oGZKSYeLY1KEOxP,https://api.spotify.com/v1/audio-analysis/0yIUl79oGZKSYeLY1KEOxP,154620,4
6sAn8zDfv8nIq3gdce7QNI,Lofi,Domknowz,lofi,0.6780354706684855,0.167944166532193,10,-18.751,0,0.0596,0.74,0.899,0.111,0.24270369968536404,0.5675663167313316,audio_features,6sAn8zDfv8nIq3gdce7QNI,spotify:track:6sAn8zDfv8nIq3gdce7QNI,https://api.spotify.com/v1/tracks/6sAn8zDfv8nIq3gdce7QNI,https://api.spotify.com/v1/audio-analysis/6sAn8zDfv8nIq3gdce7QNI,122434,4
7nsjBUVRQTUEvCReXAtVPi,Kesariya - Lofi Flip,VIBIE,lofi,0.5607094133697135,0.4099967726319187,11,-12.368,1,0.0391,0.213,1.19e-06,0.235,0.017142237170445926,0.1901529585091366,audio_features,7nsjBUVRQTUEvCReXAtVPi,spotify:track:7nsjBUVRQTUEvCReXAtVPi,https://api.spotify.com/v1/tracks/7nsjBUVRQTUEvCReXAtVPi,https://api.spotify.com/v1/audio-analysis/7nsjBUVRQTUEvCReXAtVPi,240158,4
0EPGVAed53ejSJOBssPuoP,Lofi,Tollan Kim,lofi,0.6248294679399726,0.29804744231079555,2,-16.223,1,0.0326,0.722,0.885,0.227,0.39676684387544753,0.537144311686709,audio_features,0EPGVAed53ejSJOBssPuoP,spotify:track:0EPGVAed53ejSJOBssPuoP,https://api.spotify.com/v1/tracks/0EPGVAed53ejSJOBssPuoP,https://api.spotify.com/v1/audio-analysis/0EPGVAed53ejSJOBssPuoP,123429,4
77IPBSEbMAiH7gOGfLllKz,Saiyyan - Lofi Flip,Kailash Kher,lofi,0.4488403819918145,0.464458609004357,0,-8.963,1,0.124,0.961,0.855,0.183,0.087555603775632,0.8454756523684273,audio_features,77IPBSEbMAiH7gOGfLllKz,spotify:track:77IPBSEbMAiH7gOGfLllKz,https://api.spotify.com/v1/tracks/77IPBSEbMAiH7gOGfLllKz,https://api.spotify.com/v1/audio-analysis/77IPBSEbMAiH7gOGfLllKz,267834,4
5mUHMvSFACM4vxOSzh08va,Lofi,Aesthetic Taffy,lofi,0.8472032742155526,0.1437389059222204,9,-17.336,1,0.102,0.746,0.904,0.107,0.671259628946512,0.4598397136752468,audio_features,5mUHMvSFACM4vxOSzh08va,spotify:track:5mUHMvSFACM4vxOSzh08va,https://api.spotify.com/v1/tracks/5mUHMvSFACM4vxOSzh08va,https://api.spotify.com/v1/audio-analysis/5mUHMvSFACM4vxOSzh08va,76304,4
4NuQs8bpxVNt3AG6ISLW9m,Mera Mann (Lo-fi Remix),Lofiwaala,lofi,0.15143246930422916,0.11852509278683235,2,-20.464,1,0.0337,0.62,0.00379,0.11,0.02994466746229793,0.5384016105767377,audio_features,4NuQs8bpxVNt3AG6ISLW9m,spotify:track:4NuQs8bpxVNt3AG6ISLW9m,https://api.spotify.com/v1/tracks/4NuQs8bpxVNt3AG6ISLW9m,https://api.spotify.com/v1/audio-analysis/4NuQs8bpxVNt3AG6ISLW9m,153339,4
40yBRGHr0OdSSwGWB6tnnd,Lofi,Designer Pack,lofi,0.8526603001364255,0.36965467161529775,0,-15.432,1,0.0944,0.033,0.829,0.0921,0.3739828577628296,0.537128884706463,audio_features,40yBRGHr0OdSSwGWB6tnnd,spotify:track:40yBRGHr0OdSSwGWB6tnnd,https://api.spotify.com/v1/tracks/40yBRGHr0OdSSwGWB6tnnd,https://api.spotify.com/v1/audio-analysis/40yBRGHr0OdSSwGWB6tnnd,265509,4
79UQjoU5Yfe4AsVlbVOvPz,Mehrama - Lofi Flip,Darshan Raval,lofi,0.04502046384720326,0.5007664999193158,7,-13.006,1,0.0553,0.86,0.219,0.377,0.24595855484430945,0.8499186226792037,audio_features,79UQjoU5Yfe4AsVlbVOvPz,spotify:track:79UQjoU5Yfe4AsVlbVOvPz,https://api.spotify.com/v1/tracks/79UQjoU5Yfe4AsVlbVOvPz,https://api.spotify.com/v1/audio-analysis/79UQjoU5Yfe4AsVlbVOvPz,216240,4
0A68HIrp4RkxapM9KDLhrv,lofi,lofi weeb,lofi,0.9836289222373806,0.2072777150233984,0,-14.679,1,0.0872,0.57,0.976,0.086,0.7981989801453837,0.15131553574045653,audio_features,0A68HIrp4RkxapM9KDLhrv,spotify:track:0A68HIrp4RkxapM9KDLhrv,https://api.spotify.com/v1/tracks/0A68HIrp4RkxapM9KDLhrv,https://api.spotify.com/v1/audio-analysis/0A68HIrp4RkxapM9KDLhrv,55843,4
0iE24szoaXoC3SRQ07181N,Lofi,Wilmer Roberts,lofi,0.656207366984993,0.3404066483782476,7,-11.627,0,0.42,0.19,0.0,0.112,0.33709449929478136,0.10071504053439062,audio_features,0iE24szoaXoC3SRQ07181N,spotify:track:0iE24szoaXoC3SRQ07181N,https://api.spotify.com/v1/tracks/0iE24szoaXoC3SRQ07181N,https://api.spotify.com/v1/audio-analysis/0iE24szoaXoC3SRQ07181N,231264,4
1Zi1HxNIWVFHx1RxOXkTjB,Sankat Mochan Hanuman - Lofi,Agam Aggarwal,lofi,0.18281036834924963,0.4271421655639826,6,-7.741,1,0.0339,0.719,0.0,0.192,0.4162959748291201,0.04125174517714025,audio_features,1Zi1HxNIWVFHx1RxOXkTjB,spotify:track:1Zi1HxNIWVFHx1RxOXkTjB,https://api.spotify.com/v1/tracks/1Zi1HxNIWVFHx1RxOXkTjB,https://api.spotify.com/v1/audio-analysis/1Zi1HxNIWVFHx1RxOXkTjB,417216,3
7gBIx2EA6bzSIMKFPw629x,LoFi,Zleept,lofi,0.6398362892223737,0.3081329675649508,6,-11.644,1,0.0638,0.189,0.665,0.101,0.3685580991645872,0.7686184367840918,audio_features,7gBIx2EA6bzSIMKFPw629x,spotify:track:7gBIx2EA6bzSIMKFPw629x,https://api.spotify.com/v1/tracks/7gBIx2EA6bzSIMKFPw629x,https://api.spotify.com/v1/audio-analysis/7gBIx2EA6bzSIMKFPw629x,96376,4
7BbhFrLzCP7DdnV69vVbCv,Hosanna - Lofi Flip,Leon D'souza,lofi,0.16916780354706684,0.337380990802001,4,-13.75,0,0.0314,0.647,0.00338,0.5,0.05826190734512314,0.03612998773555076,audio_features,7BbhFrLzCP7DdnV69vVbCv,spotify:track:7BbhFrLzCP7DdnV69vVbCv,https://api.spotify.com/v1/tracks/7BbhFrLzCP7DdnV69vVbCv,https://api.spotify.com/v1/audio-analysis/7BbhFrLzCP7DdnV69vVbCv,256120,4
5Y2FbfYRCaScEgpgdW9cB2,Lofi,Ponder,lofi,0.45566166439290584,0.3081329675649508,8,-12.733,0,0.0613,0.639,0.871,0.411,0.222089617012043,0.5331872912536735,audio_features,5Y2FbfYRCaScEgpgdW9cB2,spotify:track:5Y2FbfYRCaScEgpgdW9cB2,https://api.spotify.com/v1/tracks/5Y2FbfYRCaScEgpgdW9cB2,https://api.spotify.com/v1/audio-analysis/5Y2FbfYRCaScEgpgdW9cB2,144804,3
13KIV1iZ2LXabTE1v9GONW,O Re Piya - Lofi Mix,Salimâ€“Sulaiman,lofi,0.08731241473397,0.4120138776827497,11,-12.43,0,0.0326,0.785,0.541,0.0932,0.08430074861668656,0.19560639602600993,audio_features,13KIV1iZ2LXabTE1v9GONW,spotify:track:13KIV1iZ2LXabTE1v9GONW,https://api.spotify.com/v1/tracks/13KIV1iZ2LXabTE1v9GONW,https://api.spotify.com/v1/audio-analysis/13KIV1iZ2LXabTE1v9GONW,225000,4
7wNVHDo2amyrOIAAY3Hgoi,Lofi,Acey,lofi,0.7312414733969985,0.27081652412457646,5,-15.857,0,0.257,0.962,0.945,0.127,0.4553542367364652,0.4677383275610716,audio_features,7wNVHDo2amyrOIAAY3Hgoi,spotify:track:7wNVHDo2amyrOIAAY3Hgoi,https://api.spotify.com/v1/tracks/7wNVHDo2amyrOIAAY3Hgoi,https://api.spotify.com/v1/audio-analysis/7wNVHDo2amyrOIAAY3Hgoi,117257,4
0q1EaeaqfLBLqRvlkSbYi9,Kyon - Lofi Flip,Papon,lofi,0.5334242837653478,0.4190737453606584,2,-11.27,1,0.0358,0.403,0.129,0.133,0.14288814147770423,0.22215622902894872,audio_features,0q1EaeaqfLBLqRvlkSbYi9,spotify:track:0q1EaeaqfLBLqRvlkSbYi9,https://api.spotify.com/v1/tracks/0q1EaeaqfLBLqRvlkSbYi9,https://api.spotify.com/v1/audio-analysis/0q1EaeaqfLBLqRvlkSbYi9,97822,4
01Wh4PA13qB3IfIZYEgGox,Lofi,Sad Music,lofi,0.7489768076398362,0.32225270292076813,8,-15.006,1,0.122,0.213,0.708,0.303,0.6766843875447544,0.7524663884667895,audio_features,01Wh4PA13qB3IfIZYEgGox,spotify:track:01Wh4PA13qB3IfIZYEgGox,https://api.spotify.com/v1/tracks/01Wh4PA13qB3IfIZYEgGox,https://api.spotify.com/v1/audio-analysis/01Wh4PA13qB3IfIZYEgGox,45714,4
2DElbo4VXfqtYzr1S2z18y,Chashni Lofi Mix,Abhijeet Srivastava,lofi,0.8226466575716234,0.48160400193642083,6,-6.895,1,0.0319,0.172,6.58e-06,0.0637,0.48573288488662253,0.40542875434848014,audio_features,2DElbo4VXfqtYzr1S2z18y,spotify:track:2DElbo4VXfqtYzr1S2z18y,https://api.spotify.com/v1/tracks/2DElbo4VXfqtYzr1S2z18y,https://api.spotify.com/v1/audio-analysis/2DElbo4VXfqtYzr1S2z18y,263093,4
